Actual Product Weight,Linear Regression,Decision Tree,Random Forest,SVR,XGBoost,Neural Network
25141,26724.59477,26093,26693.67,22392.24804,26851.494,27798.90233
7104,8739.314077,7144,7839.54,21546.72008,7995.5547,8476.397155
30109,32615.67678,29122,30331.29,22627.59067,31277.727,31640.90645
9123,10331.39449,10127,9551.59,21381.65013,9608.854,9147.135397
16146,14596.03737,15070,15037.73,21994.8543,14607.133,15051.72013
23084,23022.79031,23108,23015.38,21986.97218,23736.854,22446.83768
17114,19380.61496,17081,17032.2,21789.16084,17613.543,17431.41399
8099,8645.497635,8106,8167.3,21890.23814,8314.271,8434.789205
40056,36872.8846,38058,38829.79,22811.44586,39169.07,38010.63058
27129,27296.25097,26075,26650.91,22257.7704,26713.992,27134.98203
9094,10150.85382,10105,9606.14,21631.89234,9303.859,9978.252075
22135,20233.96645,22134,22189.63,22078.54179,21841.854,21813.28248
17120,17283.99862,17059,16891.05,21975.96336,16907.709,17220.18152
5089,5690.44397,4092,4963.76,21360.78287,4855.757,6603.038013
13060,13466.38179,14085,13692.67,21764.36959,13705.172,12708.68949
12110,955.4000416,6138,6749.441667,21185.31382,6407.013,5785.319222
6103,7855.808491,6105,6586.23,21460.00271,6457.061,7743.114286
36086,34369.92045,34114,36029.13,22688.5758,35758.023,35440.59089
53135,49069.13124,53140,53065.41,22314.51662,52317.617,51487.8483
30146,30363.5094,31098,30851.46,22611.19912,31239.322,30462.29746
3094,719.0296648,3102,5516.01,21735.86908,5019.8135,4977.787001
33123,32696.23193,33061,32490.31333,22719.20095,32658.5,33218.00139
23081,24041.64283,25100,23754.4,22087.80962,23473.275,24335.21021
23105,23529.49641,22096,21956.11317,21877.03196,21543.668,22048.51966
36104,37103.20926,34093,35500.14,22667.65237,35537.082,35977.91421
21078,22080.7665,22098,21301.09,21964.2708,21022.973,20922.20921
12099,11854.25371,12109,12276.99,21849.75539,12623.003,11257.20256
5075,6690.660137,6145,6171.37,21126.25382,6036.0845,5827.96571
3070,9.371119754,3104,2862.22,21283.3605,2722.0984,3430.598555
10140,10984.66276,10091,9849.46,21357.29578,9416.832,9420.621751
14097,14967.43904,14073,14881.16,21685.61728,14802.908,13803.83393
15069,16599.15231,15110,15525.036,21519.25275,15273.103,14961.29303
21064,20425.26016,19062,20758.72,22158.14293,20555.475,20198.94534
11098,1951.446707,8146,7268.71,21567.95562,7506.293,6240.509708
46077,46393.85797,46113,46336.54,22684.10154,45853.418,46990.65192
6076,1457.78176,8139,7536.22,21391.56544,8126.5605,4548.707993
5076,1417.081598,7078,7019.35,21143.19971,7037.5654,4876.926865
24076,22083.80356,24076,24067.34,22070.64287,23445.74,23565.99703
31102,30374.64682,28105,28890.55,22612.73198,28547.727,28998.20998
27072,25840.50503,29074,28192.03,22333.49348,27300.627,27179.58024
31123,30043.20337,31061,31119.27,22306.64248,30929.215,30352.58879
30140,32939.83326,30087,30554.86,22452.8117,30589.545,31768.57722
25143,24408.56281,26061,25362.61,22215.48347,24350.102,24008.56798
6097,5415.330204,5088,5231.7825,21146.25764,5175.9443,5977.857942
15097,13776.1141,15125,14236.42,21675.60755,14118.409,14211.12022
29111,27615.23357,29056,29120.26,22084.13866,29006.158,28121.8977
29055,31131.29502,28095,28918.45,22697.59247,29328.625,30545.63362
30105,33253.40653,30091,30769.32,22411.68813,30878.71,31535.12424
17134,18116.71191,19101,18967.87,21914.74742,18473.787,18058.11523
28111,26455.65706,25057,26014.39,22103.30107,26661.158,26711.06035
5142,6562.037444,6088,5627.05,21425.30683,5490.8047,7029.959582
12094,14271.479,13075,13119.515,21779.36886,13266.052,12984.89533
13072,14283.88385,14089,13076.62,21737.32735,13270.29,13130.37862
29059,29589.86642,31111,30608.14,22232.38957,30836.547,29839.77594
26090,25527.6996,26134,25694.68,22378.68332,26194.717,25850.80462
26106,26387.49313,28125,27310.49,22115.88301,26150.445,26835.9452
7134,8501.380357,8134,7499.62,21318.32414,7073.007,7088.158139
26087,28739.75503,26099,27113.99,22184.94708,26860.49,27380.31493
35101,36049.72477,35074,35280.76,22452.09303,35420.383,35746.47519
19091,19743.42485,18090,18498.31,21816.92438,18375.059,17968.21763
21109,23605.15852,21135,21488.13,22013.5115,21485.416,22825.09182
9150,9983.399683,8055,8492.84,21760.05708,8357.954,8661.197351
5081,5517.25391,5079,5402.4,21382.25484,5439.103,5978.165865
28131,31827.00381,31057,29527.48,22600.08758,29441.111,30322.25864
11146,10506.85884,11096,10610.16,21580.60131,10411.368,10311.21748
7079,8439.740622,7076,7217.7,21350.62878,7192.7817,7160.364988
22067,23280.9068,21148,21341.73,21948.61547,21448.434,21894.30981
28148,24941.45166,25124,25875.79,22433.49933,25657.611,25525.93467
29139,29470.08635,30092,29047.28,22554.94242,28583.287,29238.02592
34138,35833.5499,34142,33718.82,22413.15065,35008.88,35598.20222
26067,27831.02942,26118,26439.39,22562.69338,26777.572,26745.37629
29058,31607.49948,32126,29821.18,22482.40433,29629.705,30642.53403
22063,24736.83191,24057,24282.39,22268.57096,23713.662,24290.62015
28093,31699.33954,28141,29901.5165,22370.42771,29449.875,30734.18538
29126,29524.51363,27133,28068.61,22231.3411,27938.139,28123.60161
44098,42380.52166,43150,44062.9,22802.30099,43869.688,43275.97913
32095,32681.15201,35102,34374.56,22342.71636,33784.18,33444.55549
32150,33870.31155,31116,32760.54,22852.92809,33000.95,32838.5473
45102,41823.27191,45145,44958.71,22653.51688,44790.215,43357.59434
16145,16606.24581,17068,16507.21,21834.6902,16348.033,15834.89287
37102,38265.98795,37059,37356.01,22798.2956,37312.133,37491.09523
13104,12763.78301,12118,12919.92,21532.78185,13146.068,12948.99245
16063,17607.24463,16089,16417.19,22013.20793,16882.365,16181.94018
24091,24091.46675,25109,24104.63,22254.03985,24335.877,24084.65033
30127,30003.47366,31102,30778.06,22510.93539,30454.447,29422.77737
22061,18605.16296,20087,20349,21882.87548,20301.379,20046.23351
20123,20329.24354,19126,19760.62,22036.75537,19434.99,19079.63224
33070,32316.57523,33130,32666.22,22413.12319,32352.139,33303.41947
23140,22566.29356,24071,23638.65,22256.77718,23457.549,22377.86619
7130,7802.699198,8074,8337.39,21897.40764,8247.027,8302.434192
24137,24286.51354,24058,24082.95,21972.66312,24410.92,24674.23311
14083,13229.87554,14065,14010.33,22016.00329,13791.295,13333.03438
17145,16883.72383,17114,16781.58,21913.01096,16627.25,16267.45774
17068,16052.57464,17083,17330.3,21923.38315,16813.896,16978.26045
31111,29391.85691,31059,30732.77,22227.51602,30537.898,29865.45995
32146,31098.71766,30091,31069.38,22434.65791,31020.352,31633.85129
36073,37802.16471,36057,36426.13,22913.00152,36218.35,36537.1605
51087,48492.79529,51119,50912.77,23116.04829,50876.906,50499.29987
32079,31076.6733,32082,32476.13,22116.84452,32420.83,32115.42598
7148,7965.476748,7148,7681.06,21321.91351,7864.771,8027.323535
25086,26426.62062,24148,25230.43,22420.02968,24548.883,25634.03082
7070,6790.094583,7063,6522.08,21590.98133,6934.693,6440.634073
6084,8365.587374,6135,6475.02,21713.22366,6415.089,7167.723669
7108,8920.845939,8081,7872.62,21415.89006,8068.915,8255.91889
9087,9009.038573,9058,9195.61,21451.80731,8920.8545,9155.382399
30085,32851.57521,32119,31438.33,22745.17806,31200.545,31653.94573
14062,15488.06093,13091,13839.72,21726.38293,14454.175,14131.69828
8083,9760.498341,9119,8642.09,21847.11278,8864.086,8276.973138
8151,9194.751377,9098,8674.51,21477.23447,8406.503,7975.83791
18115,18003.24689,17151,17441.44,22012.26342,17802.709,17677.76528
7082,9383.174652,8099,8248.86,21635.27067,8390.173,8506.23197
31148,32543.79482,31071,30994.96,22588.45067,31101.635,31357.12721
8084,1670.177967,5140,6218.1,21212.98754,6065.8447,5650.020028
19135,17067.28693,18100,17611.38,22054.23145,17494.45,17623.88459
7138,7505.75132,7058,6520.2,21538.53922,6704.3228,7419.371508
24146,24312.83001,25080,24856.47,22182.77784,24328.066,24954.1235
6105,8041.459223,6108,6259.76,21291.42917,6134.4307,5974.050148
26124,24520.94893,24058,24191.97,21888.83176,24797.197,24662.16654
2133,633.6956611,3149,3318.3,21178.93328,3608.5618,4465.474709
6138,1437.172536,3146,3764.27,21793.14076,4647.673,4789.664834
7095,9361.259343,8076,7643.19,21698.20637,7622.9307,8214.268281
6106,7815.83038,6108,6181.74,21349.34054,6065.8984,6154.339299
5128,5708.416182,5096,5347.76,21212.75853,5522.081,7461.249508
12088,13307.24214,12133,12053.65,21750.20236,12024.663,11852.7017
7089,7525.305379,7078,7208.25,21563.4407,7054.118,6375.496196
36065,33381.60894,34117,34902.05,22758.28087,34884.45,34963.80746
27074,29006.16498,26067,27317.37,22257.89546,27482.871,27527.10736
25065,27832.0335,27059,26893.36,22500.8794,26679.543,26870.71104
23102,22737.90585,22062,21194.05,22248.37941,21366.49,21324.83933
6057,1716.96453,8126,6265.17,21437.88846,6693.186,4403.846177
21088,21814.41235,22126,22140.62,22021.32404,21702.996,21558.56201
36143,34819.1601,34137,34383.3,22706.95553,35364.633,35540.07817
17139,16683.17237,17096,16616.145,21883.36464,16912.38,17175.0186
31071,29658.37077,32105,30971.01,22313.93425,30345.152,29461.50703
51083,46771.18754,51117,50690.87,23110.77014,50555.066,49641.40444
23099,24337.28943,23079,23537.69,21985.55417,23123.107,22880.61377
31078,29852.43934,31064,30858.34,22187.62173,30967.275,30204.04798
29064,29717.7204,29071,30336.13,22221.40557,30699.627,30306.85158
35145,35350.58583,35148,34845.96,22824.71406,34643.754,34508.62623
25108,24648.82998,27133,25404.28,22122.24306,24296.553,24357.65753
24139,22185.01932,23151,22737.89,22092.72717,22860.273,22452.24959
27108,29801.29328,28061,27955.88,22292.61608,27849.576,28479.47014
13150,13354.11978,13092,12919.42,21535.04057,12708.38,12563.02544
6087,4024.066506,5064,5601.18,21426.46038,5417.5605,6153.563075
42063,40346.90099,42106,42775.59,22673.65627,43070.99,42016.89905
39076,40348.78838,40065,38965.84,22926.7487,39302.418,40025.51527
5062,6625.879895,6080,5695.88,21746.49446,5472.141,5303.300552
16061,17117.8858,16064,16341.45,21836.65424,16882.36,16457.5807
6140,7317.626316,6136,6244.74,21473.7635,6332.271,5826.922039
40149,38323.31503,41071,41299.91,22664.87688,40573.574,40034.52791
32151,32551.7549,32061,31947.4,22428.72847,31824.168,31954.63234
37116,37644.49028,36148,36647.26,22860.49663,36745.38,37012.44863
25120,22085.96731,23056,23553.25,22221.3301,22949.62,23539.34781
26063,27280.3045,26133,26611.63,22444.59175,26305.998,26207.62429
16139,17330.80551,18143,16471.31,22080.54764,16660.238,16492.66719
33066,31184.45351,31108,31409.22,22211.22219,31927.633,31992.92026
19064,19539.52426,18066,19832.15,21838.9105,19756.12,19241.93503
5060,6383.038632,6138,5607.02,21381.21405,5657.97,5758.084719
15085,16445.34862,16150,15916.77,22010.69534,16038.403,15832.05172
32111,30349.3086,31106,31369.62,22107.06794,31496.244,30787.35559
14091,1920.682207,5140,6825.630667,21312.71219,7737.9785,5832.935993
20076,20306.93096,19059,19677.02,22147.79885,19274.637,19242.69235
26103,26712.84514,27094,26030.2,22205.88813,25640.87,26557.11085
5140,4834.169014,5148,4704.91,21686.63817,4701.671,4479.585342
12094,13484.82731,12097,12096.17,21488.62209,12144.169,11903.76109
35078,35569.16884,35114,34916.65,22676.24373,34792.082,34652.68209
8082,8276.504176,7103,7796.11,21740.16648,8348.826,8377.256608
21064,22764.20411,20118,21786.34,22120.72303,21184.95,21143.58019
41080,39974.05736,42079,41527.66,22832.0102,41355.63,42209.76775
31113,30864.71059,30086,30796.72,22589.10688,30971.648,30284.25151
31068,30859.5276,32115,30894.34,22551.98158,30783.807,31114.25328
33056,32347.86492,32059,31518.91,22379.13613,31695.928,31961.69926
5060,5273.613544,6091,5646.01,21605.7857,5279.2876,5476.425916
29097,30784.78934,29111,29272.28,22398.5752,29224.836,30041.00801
5087,1425.749026,14119,8899.29,21130.07051,8410.508,4968.568571
9100,9761.495748,9115,9674.78,21880.01662,9606.795,9178.834025
21149,20918.37181,20117,20427.87,21857.14902,20056.426,20726.06359
29126,29043.75244,31111,29723.76,22346.17127,30316.355,29796.35413
11067,12580.40184,11120,10738.73,21927.70441,11171.899,12114.95839
29057,31313.19998,29103,29342.84,22159.15002,29147.412,30690.79021
21098,22379.02753,20072,21852.835,22252.74284,21168.514,21571.09122
27140,28332.68911,26092,26782.87,22372.95068,26875.66,27336.3122
11104,10849.55324,12135,11680.37,21905.7323,12075.762,11831.99088
11149,11367.05972,11150,10728.756,21606.38246,10773.891,11018.97643
37112,38882.66529,38138,38234.18,22877.62035,38583.8,38483.10096
21097,23201.02564,22072,22008.78,21813.50211,21555.955,21488.56801
16145,18273.91694,16090,16807.61,21914.26648,16757.25,17219.93655
8115,9107.028668,8105,8248.79,21374.1809,8207.539,8221.507339
26068,25616.26523,25128,24118.18,22126.47058,24067.96,24080.7782
9134,8982.827127,9096,9377.54,21800.59637,9210.405,9292.519671
24139,22096.87439,23080,23046.33,22244.42939,22583.408,22554.41734
6075,6008.772809,6071,5700.99,21813.08279,5250.5244,6606.373527
30091,31119.43738,29098,29485.64,22713.33636,29437.414,30669.96856
28133,26841.14105,29055,28583.35,22484.66175,28479.965,26579.33147
30098,29689.31787,31096,30948.77,22400.56694,30307.895,30092.46166
36140,34826.18274,36111,37168.38,22469.18626,36843.09,35959.83436
29149,26591.68768,28118,28884.65,22521.44609,28540.627,26496.52294
5094,5270.020253,5148,5510.35,21271.73425,5261.2397,5912.592968
27130,29093.79583,29088,27989.3825,22513.85447,27951.37,28106.66426
25077,27133.7997,27114,26125.94,22088.69083,25577.486,25603.00117
16098,15495.99773,16151,16217.6,21939.01818,16374.343,15998.78446
17127,18608.91366,17095,17701.75,21935.85646,18045.404,18912.72498
24068,24483.16775,26083,24480.36,22138.88105,24172.22,24144.093
43086,38731.42712,40079,40690.74,22586.57616,41524.105,40589.82601
31062,31860.16822,34117,33285.67,22329.35176,31853.09,32029.99789
30136,33403.09001,30139,31033.97,22232.43427,31067.164,31490.50278
25087,24626.15907,26091,25655.57,21889.56864,25314.031,24649.34768
31078,32802.09457,31086,32306.17,22428.66577,32183.125,33075.18691
5055,1202.840039,11100,9292.646667,21433.14475,8583.75,4983.151259
6102,5486.755505,7086,6719.61,21819.74964,6946.9556,7296.759557
8146,1435.974333,7078,7661.67,20981.98365,7220.3657,4725.236109
32067,31175.42522,31077,31763.63,22389.2891,32019.3,31989.58122
19134,20053.79957,18130,19566.17,22126.97809,19285.553,19020.0609
26084,27824.26187,28061,27275.07,22323.22679,26873.842,26913.27437
27126,27157.35053,26086,26706.39,22122.75692,27105.248,26880.296
19132,19017.96129,21131,20533.17,21847.15819,20003.355,19446.90339
13087,12175.04876,12141,12770.79,21928.7226,12795.2705,12915.47373
32096,33194.41822,33123,33082.02,22466.06458,32772.805,33184.00867
14119,14256.4931,14095,13649.74,21614.91554,13791.089,13083.64932
33130,33089.76418,32131,31422.66,22678.66895,31497.951,32028.95547
33064,32054.06463,32137,32621.91,22318.58705,32498.588,31632.13236
8089,9519.261035,9138,8831.28,21416.5222,8602.736,7939.560279
24137,24112.88356,22082,22655.67,22271.18831,22795.473,22769.20978
27102,24405.71131,27133,24628.11,22206.15097,24278.547,24114.69187
27072,26863.39582,26140,25447.385,22126.30619,25496.912,25618.4522
49058,46144.35876,49119,48968.41,22627.13426,48942.965,47625.03978
23072,20823.3846,23131,22771.84,22202.63184,22553.508,22005.44335
35056,31881.76546,36060,34366.49,22283.52222,34039.504,33478.78153
33122,32626.24587,31102,31978.63,22356.68112,31787.809,32985.72109
19071,19980.06119,20067,19673.91,21896.33828,19999.316,19431.53042
28145,25590.39552,26070,25661.78,22448.47275,26396.576,26514.47522
29098,26706.13667,25585,26661.3,22432.16502,26964.812,26627.97187
23130,21225.45489,21128,21724.41,22128.07597,21930.488,21073.19054
38125,37613.41075,38058,38519.51,22406.89364,38781.984,36912.68422
38106,36477.44243,39084,38653.53,22830.29724,38745.402,37487.44019
5091,6529.50007,6066,5880.85,21803.7635,5583.6733,6908.26832
5058,5208.600659,4139,4510.21,21756.62311,4770.586,4868.586379
16059,15773.04803,16148,16634.74,21978.78194,16320.539,15589.72257
26102,27363.4463,25148,25224.25,22245.19611,25291.477,25733.99382
35110,32881.93564,35128,35036.4,22414.39258,34201.03,33144.89408
4132,1412.457345,2083,3592.1,21409.99466,4030.0115,3730.704047
21116,22064.96054,20116,20651.27,22029.83225,20826.375,20430.31038
40147,37731.27837,42138,41065.32,22544.43572,39428.516,39981.303
19091,17908.15341,18080,18798.02,21856.28488,18996.871,18982.92248
17094,15647.54981,16072,15319.25,21859.34033,15344.587,14604.16352
14108,12958.67508,14080,14883.83,21883.40007,14256.108,14408.56271
27139,30417.61588,27082,28614.25,22202.57566,28740.742,29083.41876
19078,18264.30065,18146,18727.88,21960.68067,18522.314,18228.69648
31094,29336.87056,31112,29647.94,22182.79759,30068.385,29784.43792
27086,29200.59671,27122,27371.52,22183.52359,26870.762,27333.96788
12102,11767.21249,12085,11812.91,21633.05196,12107.464,12014.1831
17060,17683.57186,18124,16672.37,21903.22201,16597.674,15695.16415
23087,23727.55154,23127,22820.56,22137.80633,22242.064,22447.4512
18067,17444.01411,17096,17322.04,21760.39959,17376.127,17341.38886
46146,44163.00201,46077,45314.95,22251.54765,45593.31,44507.47455
3059,1183.523655,3101,3979.612,21233.5676,3663.2869,3569.168649
20150,19529.9736,20110,20746.9,22020.27844,20637.686,20481.15328
39120,37329.78377,39131,39730.97,22864.54241,39358.85,38322.34039
23120,21712.17108,22086,21673.39,21810.78097,22027.65,21856.70008
20112,21068.34338,20137,20235.38,22185.98777,20530.678,20358.92307
3122,896.3339908,5083,4300.72,21041.49135,4154.4,3796.145756
22099,21064.97014,22107,21816.47,22028.45004,21705.67,20417.12585
38116,37268.04854,38126,38111.76,22576.57792,38075.54,37734.9775
17110,16824.46055,17112,17357.41,22124.33134,17386.693,17431.77606
5126,947.5691356,8060,5936.21,21153.53425,6764.9995,6304.337106
35129,36324.45074,34068,35051.38,22931.43235,34743.203,35291.58312
31113,29856.66249,30144,30744.98,22580.62064,30910.566,31014.58408
28088,30089.06264,27146,27871.94,22483.1462,28431.29,28641.67174
13085,15305.30891,15108,14490.95,21904.01841,14569.91,13840.20311
22058,22046.68646,21134,21833.61,22269.78455,22570.373,22213.41255
18091,18034.65824,18073,18923.63,21821.7527,18458.373,17720.28763
46124,43161.90283,45061,45694.57,22690.78823,45832.535,44859.4785
37108,36267.80253,38099,38183.98,22545.85005,38449.547,37436.17704
19126,18197.13881,19085,19255.32,21838.30697,19127.078,19164.54943
43113,39767.79012,44091,42953.02,22640.00671,43421.41,41778.16804
23134,24294.64204,22081,22953.09,22225.25039,22850.652,23619.13475
6147,7839.967612,6130,6145.85,21466.00488,6241.6655,6134.896529
19058,19616.7785,18120,18729,21828.46821,18491.586,18440.88738
12084,11439.0095,12138,11916.13,21767.68171,12106.038,11671.91684
5096,6212.599921,5123,4966.08,21363.70212,5408.8394,5370.441498
33114,32447.2653,33068,32849.65,22386.62836,32991.336,33578.13848
19116,21926.62917,19100,20081.01,22044.24557,20594.16,20055.78358
14068,14529.28062,14093,14432.99,21902.38213,14457.386,14815.36708
10080,10722.79397,10108,10220.54,21415.96887,10486.093,11085.65686
12085,12234.30066,12058,11990.63,21859.4085,11972.37,12755.36391
17100,17380.95106,17148,17860.88,22104.04125,18044.006,18154.25351
21113,23049.16767,22064,21081.37,22066.49519,21521.854,21415.86103
31096,31939.76637,33103,31943.75,22531.39654,31711.973,32066.01249
29109,25515.5118,28124,26833.23,22306.13473,26550.408,25119.95256
6064,6631.467826,5077,6009.75,21192.46363,5968.255,5632.27325
6091,6739.032355,6109,6725.41,21384.2227,6528.3516,8347.794094
41119,37370.67782,41148,41070.32,22674.76835,40263.777,39073.39709
11128,12568.04834,10109,10797.72,21688.10231,11210.471,11040.90526
6148,5871.569632,5144,5353.38,21289.45559,5165.9067,6035.62807
14105,15185.46718,14114,13961.13,21697.01014,14233.337,14015.31202
35124,33371.94975,36149,35832.68,22627.59925,34679.676,35080.91561
22079,24335.79099,24097,22976.09,22240.63814,22939.016,22574.08545
29074,31128.42465,29057,29791.41,22535.56627,29312.873,30686.82184
23071,22443.36804,24059,23898.68,22044.54401,23088.38,22754.82611
30112,31346.70108,30065,30069.65,22447.26245,29740.922,31013.09422
11079,10230.43013,11128,10763.5,21826.44742,10462.25,10481.67605
16059,16803.57857,17112,16605.42,21750.82965,16342.97,16084.82763
27109,28120.57538,28135,28737.7,22074.51151,28166.201,28732.96434
18132,19650.58312,20096,19472.03,21935.21918,19573.805,18969.73197
35147,37011.8108,37070,37444.88,22746.41513,37035.797,37445.39152
16067,15651.52491,16148,16186.47,21951.61376,16232.777,16277.38415
23095,22847.18806,22149,21350.88,22151.97433,21527.635,21625.55146
51065,46254.06506,50108,50218.38,22763.68911,50786.793,48346.77319
24103,24325.93094,27083,25419.06,22416.1789,24939.305,24899.33184
20090,19584.75574,21126,20985.23,22142.32,21189.342,21141.43171
10121,9938.640206,10072,9557.78,21753.97525,9600.853,8971.587882
17106,18631.38453,17067,17370.32,21842.90904,18093.275,17652.44393
38061,40378.60963,38062,38619.83,22914.40203,39025.145,40048.48082
27070,26734.39816,26145,26733.43,22381.52076,26893.795,26788.18055
41092,39558.87608,41110,40846.04,22531.00209,40368.875,40652.15555
31085,33168.25523,30123,31213.12,22198.58349,30993.86,32671.7082
15117,15745.92123,14059,14981.83,21796.08708,14107.12,14263.13055
31068,29979.58328,33060,31004.95,22634.69822,31020.93,30455.16698
16146,16350.31519,16151,15931.25,22039.54361,16311.998,16896.32241
18118,18891.40925,18091,18071.95,22056.08832,17680.45,18358.66292
20100,18017.94569,20097,19495.88,22038.06518,19332.623,19854.29536
27115,30846.29527,28069,28735.83,22412.07652,28665.676,29325.55263
6071,6735.027747,7095,6902.57,21276.63358,6582.8906,6830.090993
31080,29818.65798,32115,30147.51,22547.75911,29926.562,30086.58452
21094,20947.6406,21106,21283.61,21874.63453,21329.32,20388.38167
13129,14067.45103,14055,13865.62,21708.75578,14081.11,13028.0986
19107,17898.50553,16094,17654.22,21811.8243,17825.88,17365.83331
12104,13760.26055,12143,12003.15,21465.88511,12108.741,11823.39011
14129,13307.7983,14073,14049.88,21892.59641,14069.902,14526.59868
24120,24793.98561,22095,22483.98,22070.66026,22752.494,22935.13756
37104,36046.92566,37141,37018.44,22486.33663,36627.06,36389.48091
22061,21233.48967,22080,21666.48,21917.83381,21724.287,21701.8107
40106,38866.46296,42108,41565.52,22621.12294,41678.94,40371.19979
33151,34319.12387,31116,32803.87,22602.90441,32859.496,33436.50754
21110,20238.88478,21129,20836.43,22003.20539,20982.592,20825.0667
14135,13063.90793,13104,13593.54,21942.45868,13390.041,12683.97359
5126,6997.482369,6135,5999.29,21266.78084,5990.937,6004.551921
31117,29458.54735,30078,29570.25,22349.98995,30251.613,29501.74066
21075,23768.92016,24074,22872.11,22172.75521,22489.438,22380.75043
30121,29857.53739,30113,30951.68667,22304.00752,31164.725,30673.66896
8113,8640.289388,8146,8199.67,21868.33317,8342.554,8380.111944
17065,17932.09302,18131,17959.79,21935.10347,18075.764,18664.89487
26071,25444.019,26074,25767.72,22264.64298,25616.521,25993.21976
29108,27569.241,30098,28831.88,22278.08663,28863.791,28269.26755
20085,19271.01549,20096,19920.22,22023.97442,19724.31,19182.93768
32088,31591.35298,29096,29336.67,22481.42306,29238.754,30469.7047
15136,15087.5256,14115,14578.72,22091.59359,14953.702,14772.57929
31074,31456.05929,29088,29250.8375,22370.19562,29507.602,30511.74321
23102,23123.3365,24136,24057.1,21930.04097,23802.88,23629.15677
35119,36532.63404,35066,35041.94,22803.29186,34994.617,35218.15974
14120,13571.22843,14073,14137.78,21781.43309,14201.845,14204.43084
15063,15478.38578,14114,14586.66,21726.94472,15053.624,15487.62208
7087,8267.204369,7132,7081.79,21355.46737,7152.2607,6871.513002
27071,30574.75054,28120,28529.25,22659.81394,28361.047,29016.60296
31058,31427.61313,31130,31941.96,22247.50689,32081.328,32284.58908
30092,29204.77223,31149,31130.37,22628.17502,30339.04,29211.1381
26113,26002.65259,26144,26145.05,22117.51994,25655.652,25557.78215
19112,18040.7679,19142,18873.21,22010.98036,18791.521,18222.3924
16114,17956.32259,16094,16715.41,21911.92347,16569.648,16857.12276
41138,40079.18821,42091,41444.61,22832.7957,41453.72,40969.58696
7134,7371.22445,7132,6916.13,21434.42716,6720.169,6849.081455
31149,31202.09865,31107,31019.62,22653.67285,31544.955,32106.3951
45087,41902.1773,45146,44506.22,22777.88422,44057.656,42493.67729
51119,48975.68755,50055,50473.25,22622.66256,50991.664,50379.83491
21080,20675.85611,19066,19556.6,22207.08527,19448.123,19632.85712
21100,19323.23605,19123,19714.46,22138.04491,20239.777,19254.48043
32131,33303.20219,32128,33498.38,22202.44704,32579.016,33891.46216
36123,37333.75823,36140,36199.47,22612.98113,35601.625,35983.71393
34108,33598.79852,33114,33782.51,22396.54715,34503.977,34714.15896
39147,40429.63302,38088,38514.61,22363.24772,37814.137,39792.96732
34146,35359.99076,35083,35027.3,22844.54582,34927.316,34666.3427
32131,31503.10917,34072,32104.86,22239.82855,32214.785,31891.98759
31058,31392.56235,33060,31558.14,22358.07004,31898.129,32144.4531
13151,12862.05803,13146,13839.49,21750.08442,13870.096,12930.31506
5146,1209.606061,4113,5203.17,21229.15831,4249.996,5786.935657
49091,47794.86936,52097,50049.09,23044.74492,51490.945,49699.56112
23062,20930.52747,22127,21938.46,21821.6586,21795.041,21327.5408
23061,24539.1728,24121,22555.17,22033.47933,22840.01,22950.60291
25134,25363.5734,25094,26140.62,22453.38396,26287.191,25343.67047
29057,31851.35867,28061,29333.02,22334.95716,29424.904,30902.87834
28145,29464.8247,28099,28817.14,22554.23204,30288.15,30579.95453
16072,16058.95061,16069,16844.74,21916.89694,16753.227,17051.78367
6103,4638.323776,6147,5491.05,21823.02249,5496.2314,6030.730892
37094,35330.62133,37093,37478,22576.95477,36639.33,35864.84304
37059,39241.81927,39150,38718.73,22839.79918,38238.14,39182.52902
12057,12446.39523,11094,12068.1,21621.1191,11646.092,11288.69169
22102,19329.48912,21076,20553.638,22218.31614,20132.639,20167.17446
25070,28019.19157,26065,26299.02,22288.68685,26377.246,26016.13169
26077,25867.36185,25131,25930.93,22223.22401,26189.248,26122.45461
21128,22621.05493,21101,22055.81,22228.37883,21441.598,21742.74516
8132,7994.994338,8132,8166.06,21194.12839,7808.797,8107.414424
18122,17294.76621,18111,17698.97,21975.64486,17390.383,17300.56878
10079,11198.71411,11151,10687.76,21829.74253,10614.407,10996.85523
24092,23366.22179,24086,24824.64,22173.49065,24544.912,24472.08484
21077,21240.77018,23058,22322.49,22128.83935,22483.236,21625.53448
13088,12990.1278,13062,12873.99,21835.93313,12823.1045,12468.67333
20085,21241.13168,21087,20427.78,21970.69587,20480.182,20846.93975
5069,5394.484033,5114,5543.72,21384.59491,5365.707,5364.256606
26125,27076.75531,25088,26532.46,22146.001,25875.676,25391.86203
36094,34708.62082,37129,37140.63,22370.0451,37218.234,35979.65583
16089,17117.25795,16064,16357.07,21809.6787,16086.686,15846.20272
15055,16416.59813,15070,15149.35,21717.31063,15165.903,14862.9179
23101,26049.81632,23067,24147.09,22083.73247,24034.434,24564.64068
16105,15777.23971,15101,16426.36,21879.14536,16320.613,15219.52647
7068,7848.393916,7099,7231.83,21140.74096,7024.6235,6968.082668
30145,32826.85033,30083,31358.94,22560.58912,31137.588,31830.70764
29110,29671.95015,29139,30865.33,22197.43199,30327.455,30268.84234
28125,27078.11668,28139,28414.46,22461.27452,28703.17,28383.71995
28102,29248.27066,28109,27903.57,22418.08666,28227.041,28968.43977
